State, Facility Name, Facility ID (ORISPL), Stack/Unit/Pipe ID, Associated Units, Year, CO2 (short tons)
"TX","Sweeny Cogeneration Facility","55015","2",,"2016",,
"TX","Sweeny Cogeneration Facility","55015","3",,"2016",,
"TX","Sweeny Cogeneration Facility","55015","4",,"2016",,
"TX","Sweeny Cogeneration Facility","55015","CP1"," 1, 2, 3, 4","2016","2373670.3",
"TX","T C Ferguson Power Plant","4937","CT-1",,"2016","599720.874",
"TX","T C Ferguson Power Plant","4937","CT-2",,"2016","579525.382",
"TX","T H Wharton","3469","THW31",,"2016","36666.239",
"TX","T H Wharton","3469","THW32",,"2016",,
"TX","T H Wharton","3469","THW33",,"2016","28235.394",
"TX","T H Wharton","3469","THW34",,"2016","32621.388",
"TX","T H Wharton","3469","THW41",,"2016","34105.309",
"TX","T H Wharton","3469","THW42",,"2016","26462.139",
"TX","T H Wharton","3469","THW43",,"2016","26858.419",
"TX","T H Wharton","3469","THW44",,"2016",,
"TX","T H Wharton","3469","THW51",,"2016",,
"TX","T H Wharton","3469","THW52",,"2016",,
"TX","T H Wharton","3469","THW53",,"2016",,
"TX","T H Wharton","3469","THW54",,"2016",,
"TX","T H Wharton","3469","THW55",,"2016",,
"TX","T H Wharton","3469","THW56",,"2016",,
"TX","Tenaska Frontier Generating Station","55062","1",,"2016","497629.456",
"TX","Tenaska Frontier Generating Station","55062","2",,"2016","515157.219",
"TX","Tenaska Frontier Generating Station","55062","3",,"2016","381730.742",
"TX","Tenaska Gateway Generating Station","55132","OGTDB1",,"2016","489821.899",
"TX","Tenaska Gateway Generating Station","55132","OGTDB2",,"2016","504332.949",
"TX","Tenaska Gateway Generating Station","55132","OGTDB3",,"2016","484984.858",
"TX","Texas City Cogeneration","52088","GT-A",,"2016","61161.709",
"TX","Texas City Cogeneration","52088","GT-B",,"2016","355890.871",
"TX","Texas City Cogeneration","52088","GT-C",,"2016","125005.529",
"TX","Tolk Station","6194","171B",,"2016","2197500.909",
"TX","Tolk Station","6194","172B",,"2016","2414131.586",
"TX","Trinidad","3507","9",,"2016","14575.624",
"TX","Twin Oaks","7030","U1",,"2016","1304859.677",
"TX","Twin Oaks","7030","U2",,"2016","1043050.122",
"TX","V H Braunig","3612","1",,"2016","92857.334",
"TX","V H Braunig","3612","2",,"2016","69156.764",
"TX","V H Braunig","3612","3",,"2016","210677.243",
"TX","V H Braunig","3612","CGT5",,"2016","7167.586",
"TX","V H Braunig","3612","CGT6",,"2016","7644.109",
"TX","V H Braunig","3612","CGT7",,"2016","7109.47",
"TX","V H Braunig","3612","CGT8",,"2016","7471.642",
"TX","V H Braunig","3612","CP01"," CT01, CT02","2016","905015.638",
"TX","V H Braunig","3612","CT01",,"2016",,
"TX","V H Braunig","3612","CT02",,"2016",,
"TX","Victoria Power Station","3443","9",,"2016","274268.014",
"TX","W A Parish","3470","CTSC",,"2016","7651.481",
"TX","W A Parish","3470","WAP1",,"2016","44207.506",
"TX","W A Parish","3470","WAP2",,"2016","60802.441",
"TX","W A Parish","3470","WAP3",,"2016","84007.104",
"TX","W A Parish","3470","WAP4",,"2016","263929.256",
"TX","W A Parish","3470","WAP5",,"2016","2788696.272",
"TX","W A Parish","3470","WAP6",,"2016","2368660.884",
"TX","W A Parish","3470","WAP7",,"2016","2015315.895",
"TX","W A Parish","3470","WAP8",,"2016","2858908.489",
"TX","Welsh Power Plant","6139","1",,"2016","1629940.506",
"TX","Welsh Power Plant","6139","2",,"2016","586546.957",
"TX","Welsh Power Plant","6139","3",,"2016","1676172.524",
"TX","Wilkes Power Plant","3478","1",,"2016","167316.898",
"TX","Wilkes Power Plant","3478","2",,"2016","159853.688",
"TX","Wilkes Power Plant","3478","3",,"2016","9268.377",
"TX","Winchester Power Park","56674","1",,"2016","6733.549",
"TX","Winchester Power Park","56674","2",,"2016","6369.477",
"TX","Winchester Power Park","56674","3",,"2016","2186.069",
"TX","Winchester Power Park","56674","4",,"2016","2517.941",
"TX","Wise County Power Company, LLC","55320","GT-1",,"2016","541625.585",
"TX","Wise County Power Company, LLC","55320","GT-2",,"2016","481160.419",
"TX","Wolf Hollow I, LP","55139","CTG1",,"2016","592050.85",
"TX","Wolf Hollow I, LP","55139","CTG2",,"2016","552603.224",
"UT","Bonanza","7790","1-1",,"2016","2535147.8",
"UT","Carbon","3644","1",,"2016",,
"UT","Carbon","3644","2",,"2016",,
"UT","Currant Creek Power Project","56102","CTG1A",,"2016","303059.444",
"UT","Currant Creek Power Project","56102","CTG1B",,"2016","266372.818",
"UT","Gadsby","3648","1",,"2016","14290.264",
"UT","Gadsby","3648","2",,"2016","19707.32",
"UT","Gadsby","3648","3",,"2016","35492.511",
"UT","Gadsby","3648","4",,"2016","10855.663",
"UT","Gadsby","3648","5",,"2016","10595.322",
"UT","Gadsby","3648","6",,"2016","9045.268",
"UT","Hunter","6165","1",,"2016","2167356.239",
"UT","Hunter","6165","2",,"2016","2156320.026",
"UT","Hunter","6165","3",,"2016","1842735.57",
"UT","Huntington","8069","1",,"2016","1772018.964",
"UT","Huntington","8069","2",,"2016","2253366.501",
"UT","Intermountain","6481","1SGA",,"2016","2905747.275",
"UT","Intermountain","6481","2SGA",,"2016","3201673.075",
"UT","Lake Side Power Plant","56237","CT01",,"2016","455712.126",
"UT","Lake Side Power Plant","56237","CT02",,"2016","454824.827",
"UT","Lake Side Power Plant","56237","CT03",,"2016","498818.637",
"UT","Lake Side Power Plant","56237","CT04",,"2016","491091.772",
"UT","Millcreek Power","56253","MC-1",,"2016","41390.8",
"UT","Millcreek Power","56253","MC-2",,"2016","36790.727",
"UT","Nebo Power Station","56177","U1",,"2016","175622.069",
"UT","Sunnyside Cogeneration Associates","50951","1",,"2016",,
"UT","West Valley Power Plant","55622","U1",,"2016","13628.822",
"UT","West Valley Power Plant","55622","U2",,"2016","7543.378",
"UT","West Valley Power Plant","55622","U3",,"2016","11400.715",
"UT","West Valley Power Plant","55622","U4",,"2016","10066.123",
"UT","West Valley Power Plant","55622","U5",,"2016","9299.662",
"VA","Altavista Power Station","10773","1",,"2016",,
"VA","Altavista Power Station","10773","2",,"2016",,
"VA","Altavista Power Station","10773","CS0"," 1, 2","2016","323416.434",
"VA","Bear Garden Generating Station","56807","1A",,"2016","625666.852",
"VA","Bear Garden Generating Station","56807","1B",,"2016","589584.759",
"VA","Bellemeade Power Station","50966","1",,"2016","226328.331",
"VA","Bellemeade Power Station","50966","2",,"2016","243289.335",
"VA","Birchwood Power Facility","54304","001",,"2016",,
"VA","Bremo Power Station","3796","3",,"2016","44789.944",
"VA","Bremo Power Station","3796","4",,"2016","204581.842",
"VA","Brunswick County Power Station","58260","1A",,"2016","609657.885",
"VA","Brunswick County Power Station","58260","1B",,"2016","579711.408",
"VA","Brunswick County Power Station","58260","1C",,"2016","597848.354",
"VA","Buchanan Units 1 & 2","55738","1",,"2016","61411.293",
"VA","Buchanan Units 1 & 2","55738","2",,"2016","65738.378",
"VA","Chesterfield Power Station","3797","**8A",,"2016","361948.832",
"VA","Chesterfield Power Station","3797","3",,"2016",,
"VA","Chesterfield Power Station","3797","4",,"2016",,
"VA","Chesterfield Power Station","3797","5",,"2016",,
"VA","Chesterfield Power Station","3797","6",,"2016","3092284.452",
"VA","Chesterfield Power Station","3797","7",,"2016",,
"VA","Chesterfield Power Station","3797","CS0"," 3, 4, 5","2016","2136955.187",
"VA","Clinch River","3775","1",,"2016","37396.037",
"VA","Clinch River","3775","2",,"2016","61560.588",
"VA","Clinch River","3775","CS012"," 1, 2","2016","73523.048",
"VA","Clover Power Station","7213","1",,"2016","2404367.76",
"VA","Clover Power Station","7213","2",,"2016","2351494.659",
"VA","Cogentrix-Hopewell","10377","BLR01A",,"2016",,
"VA","Cogentrix-Hopewell","10377","BLR01B",,"2016",,
"VA","Cogentrix-Hopewell","10377","BLR01C",,"2016",,
"VA","Cogentrix-Hopewell","10377","BLR02A",,"2016",,
"VA","Cogentrix-Hopewell","10377","BLR02B",,"2016",,
"VA","Cogentrix-Hopewell","10377","BLR02C",,"2016",,
"VA","Cogentrix-Hopewell","10377","CS001"," BLR01A, BLR01B, BLR01C","2016","260240.293",
"VA","Cogentrix-Hopewell","10377","CS002"," BLR02A, BLR02B, BLR02C","2016","103995.816",
"VA","Cogentrix-Portsmouth","10071","BLR01A",,"2016",,
"VA","Cogentrix-Portsmouth","10071","BLR01B",,"2016",,
"VA","Cogentrix-Portsmouth","10071","BLR01C",,"2016",,
"VA","Cogentrix-Portsmouth","10071","BLR02A",,"2016",,
"VA","Cogentrix-Portsmouth","10071","BLR02B",,"2016",,
"VA","Cogentrix-Portsmouth","10071","BLR02C",,"2016",,
"VA","Cogentrix-Portsmouth","10071","CS001"," BLR01A, BLR01B, BLR01C","2016",,
"VA","Cogentrix-Portsmouth","10071","CS002"," BLR02A, BLR02B, BLR02C","2016",,
"VA","Commonwealth Chesapeake","55381","CT-001",,"2016","19977.25",
"VA","Commonwealth Chesapeake","55381","CT-002",,"2016","15912.55",
"VA","Commonwealth Chesapeake","55381","CT-003",,"2016","4743.775",
"VA","Commonwealth Chesapeake","55381","CT-004",,"2016","6691.925",
"VA","Commonwealth Chesapeake","55381","CT-005",,"2016","11817.175",
"VA","Commonwealth Chesapeake","55381","CT-006",,"2016","10225.175",
"VA","Commonwealth Chesapeake","55381","CT-007",,"2016","12870.375",
"VA","Darbytown Combustion Turbine","7212","1",,"2016","6056.8",
"VA","Darbytown Combustion Turbine","7212","2",,"2016","6232.3",
"VA","Darbytown Combustion Turbine","7212","3",,"2016","7853.9",
"VA","Darbytown Combustion Turbine","7212","4",,"2016","8114.4",
"VA","Doswell Limited Partnership","52019","501",,"2016",,
"VA","Doswell Limited Partnership","52019","502",,"2016",,
"VA","Doswell Limited Partnership","52019","601",,"2016",,
"VA","Doswell Limited Partnership","52019","602",,"2016",,
"VA","Doswell Limited Partnership","52019","CT1",,"2016","139000.922",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-1",,"2016","26304.1",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-2",,"2016","43685.9",
"VA","Elizabeth River Combustion Turbine Sta","52087","CT-3",,"2016","29445.2",
"VA","GP Big Island, LLC","50479","6",,"2016",,
"VA","Gordonsville Power Station","54844","1",,"2016","196875.658",
"VA","Gordonsville Power Station","54844","2",,"2016","198716.601",
"VA","Gravel Neck Combustion Turbine","7032","3",,"2016","24345.4",
"VA","Gravel Neck Combustion Turbine","7032","4",,"2016","23415.3",
"VA","Gravel Neck Combustion Turbine","7032","5",,"2016","20549.8",
"VA","Gravel Neck Combustion Turbine","7032","6",,"2016","14263.6",
"VA","Hopewell Cogeneration Facility","10633","1",,"2016","163905.747",
"VA","Hopewell Cogeneration Facility","10633","2",,"2016","205176.401",
"VA","Hopewell Cogeneration Facility","10633","3",,"2016","202302.31",
"VA","Hopewell Power Station","10771","1",,"2016",,
"VA","Hopewell Power Station","10771","2",,"2016",,
"VA","Hopewell Power Station","10771","CS0"," 1, 2","2016","372773.153",
"VA","International Paper-Franklin Mill","52152","029",,"2016",,
"VA","Ladysmith Combustion Turbine Sta","7839","1",,"2016","56531.769",
"VA","Ladysmith Combustion Turbine Sta","7839","2",,"2016","88748.73",
"VA","Ladysmith Combustion Turbine Sta","7839","3",,"2016","62716.272",
"VA","Ladysmith Combustion Turbine Sta","7839","4",,"2016","78221.914",
"VA","Ladysmith Combustion Turbine Sta","7839","5",,"2016","79949.386",
"VA","Louisa Generation Facility","7837","EU1",,"2016","35354.62",
"VA","Louisa Generation Facility","7837","EU2",,"2016","34645.902",
"VA","Louisa Generation Facility","7837","EU3",,"2016","30445.62",
"VA","Louisa Generation Facility","7837","EU4",,"2016","24566.327",
"VA","Louisa Generation Facility","7837","EU5",,"2016","87565.503",
"VA","Marsh Run Generation Facility","7836","EU1",,"2016","93622.956",
"VA","Marsh Run Generation Facility","7836","EU2",,"2016","90933.648",
"VA","Marsh Run Generation Facility","7836","EU3",,"2016","94214.662",
"VA","MeadWestvaco of Virginia, Covington","50900","001",,"2016",,
"VA","MeadWestvaco of Virginia, Covington","50900","002",,"2016",,
"VA","MeadWestvaco of Virginia, Covington","50900","003",,"2016",,
"VA","MeadWestvaco of Virginia, Covington","50900","004",,"2016",,
"VA","MeadWestvaco of Virginia, Covington","50900","005",,"2016",,
"VA","MeadWestvaco of Virginia, Covington","50900","011",,"2016",,
"VA","MeadWestvaco of Virginia, Covington","50900","CS001"," 001, 002, 003, 004","2016",,
"VA","Mecklenburg Power Station","52007","1",,"2016","195581.061",
"VA","Mecklenburg Power Station","52007","2",,"2016","193734.024",
"VA","Possum Point Power Station","3804","3",,"2016","13975.503",
"VA","Possum Point Power Station","3804","4",,"2016","46905.974",
"VA","Possum Point Power Station","3804","5",,"2016","85900.543",
"VA","Possum Point Power Station","3804","6A",,"2016","607748.515",
"VA","Possum Point Power Station","3804","6B",,"2016","603344.157",
"VA","Remington Combustion Turbine Station","7838","1",,"2016","91940.904",
"VA","Remington Combustion Turbine Station","7838","2",,"2016","97662.373",
"VA","Remington Combustion Turbine Station","7838","3",,"2016","74505.095",
"VA","Remington Combustion Turbine Station","7838","4",,"2016","84976.534",
"VA","RockTenn West Point Mill","10017","002",,"2016",,
"VA","Southampton Power Station","10774","1",,"2016",,
"VA","Southampton Power Station","10774","2",,"2016",,
"VA","Southampton Power Station","10774","CS0"," 1, 2","2016","422994.619",
"VA","Spruance Genco, LLC","54081","BLR01A",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR01B",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR02A",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR02B",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR03A",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR03B",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR04A",,"2016",,
"VA","Spruance Genco, LLC","54081","BLR04B",,"2016",,
"VA","Spruance Genco, LLC","54081","CS001"," BLR01A, BLR01B","2016","167615.431",
"VA","Spruance Genco, LLC","54081","CS002"," BLR02A, BLR02B","2016","175320.909",
"VA","Spruance Genco, LLC","54081","CS003"," BLR03A, BLR03B","2016","211712.263",
"VA","Spruance Genco, LLC","54081","CS004"," BLR04A, BLR04B","2016","176024.489",
"VA","Tasley Energy Center","3785","TA10",,"2016",,
"VA","Tenaska Virginia Generating Station","55439","CTGDB1",,"2016","537109.54",
"VA","Tenaska Virginia Generating Station","55439","CTGDB2",,"2016","560286.819",
"VA","Tenaska Virginia Generating Station","55439","CTGDB3",,"2016","561599.855",
"VA","Virginia City Hybrid Energy Center","56808","1",,"2016","1442988.778",
"VA","Virginia City Hybrid Energy Center","56808","2",,"2016","1580165.923",
"VA","Warren County Power Station","55939","1A",,"2016","908236.22",
"VA","Warren County Power Station","55939","1B",,"2016","888266.751",
"VA","Warren County Power Station","55939","1C",,"2016","906988.088",
"VA","Wolf Hills Energy","55285","WH01",,"2016","3212.1",
"VA","Wolf Hills Energy","55285","WH02",,"2016","3258.5",
"VA","Wolf Hills Energy","55285","WH03",,"2016","3685.5",
"VA","Wolf Hills Energy","55285","WH04",,"2016","3766.1",
"VA","Wolf Hills Energy","55285","WH05",,"2016","3045.1",
"VA","Wolf Hills Energy","55285","WH06",,"2016","2517.6",
"VA","Wolf Hills Energy","55285","WH07",,"2016","3374.8",
"VA","Wolf Hills Energy","55285","WH08",,"2016","3429.2",
"VA","Wolf Hills Energy","55285","WH09",,"2016","2438.1",
"VA","Wolf Hills Energy","55285","WH10",,"2016","2498.6",
"VA","Yorktown Power Station","3809","1",,"2016",,
"VA","Yorktown Power Station","3809","2",,"2016",,
"VA","Yorktown Power Station","3809","3",,"2016","130948.217",
"VA","Yorktown Power Station","3809","CS0"," 1, 2","2016","338168.441",
"VT","Berlin 5","3734","A",,"2016","683.7",
"VT","Berlin 5","3734","B",,"2016","633.9",
"VT","J C McNeil","589","1",,"2016","266087.45",
"VT","Penny Lane Gas Turbine ","3754","CT1",,"2016","367.1",
"VT","Penny Lane Gas Turbine ","3754","CT2",,"2016","366.4",
"WA","Centralia","3845","BW21",,"2016","1563232.6",
"WA","Centralia","3845","BW22",,"2016","1753156.482",
"WA","Chehalis Generation Facility","55662","CT1",,"2016","248794.629",
"WA","Chehalis Generation Facility","55662","CT2",,"2016","186560.027",
"WA","Encogen Generating Station","7870","CT1",,"2016","2521.766",
"WA","Encogen Generating Station","7870","CT2",,"2016","2825.92",
"WA","Encogen Generating Station","7870","CT3",,"2016","7320.332",
"WA","Ferndale Generating Station","54537","CT-1A",,"2016","154847.809",
"WA","Ferndale Generating Station","54537","CT-1B",,"2016","147911.066",
"WA","Frederickson Power LP","55818","F1CT",,"2016","345456.318",
"WA","Fredonia Generating Station","607","CT3",,"2016","44287.98",
"WA","Fredonia Generating Station","607","CT4",,"2016","32777.937",
"WA","Goldendale Generating Station","55482","CT-1",,"2016","337846.428",
"WA","Grays Harbor Energy Center","7999","1",,"2016","500272.275",
"WA","Grays Harbor Energy Center","7999","2",,"2016","496113.957",
"WA","Mint Farm Generating Station","55700","CTG1",,"2016","245350.795",
"WA","River Road","7605","1",,"2016","431140.206",
"WA","Sumas Generating Station","54476","CT-1",,"2016","173139.921",
"WI","Bay Front","3982","1",,"2016","115004.699",
"WI","Bay Front","3982","2",,"2016","104740.843",
"WI","Bay Front","3982","5",,"2016","795.828",
"WI","Blount Street","3992","8",,"2016","38826.305",
"WI","Blount Street","3992","9",,"2016","37889.944",
"WI","Columbia","8023","1",,"2016","2454466.501",
"WI","Columbia","8023","2",,"2016","2083941.901",
"WI","Combined Locks Energy Center, LLC","55558","B06",,"2016",,
"WI","Concord","7159","**1",,"2016","26338.659",
"WI","Concord","7159","**2",,"2016","17954.842",
"WI","Concord","7159","**3",,"2016","14948.766",
"WI","Concord","7159","**4",,"2016","14449.272",
"WI","Depere Energy Center","55029","B01",,"2016","55046.089",
"WI","Edgewater (4050)","4050","4",,"2016","903525.922",
"WI","Edgewater (4050)","4050","5",,"2016","2032502.743",
"WI","Elk Mound Generating Station","7863","1",,"2016","971.2",
"WI","Elk Mound Generating Station","7863","2",,"2016","1039.3",
"WI","Elm Road Generating Station","56068","1",,"2016","2923285.505",
"WI","Elm Road Generating Station","56068","2",,"2016","3391119.231",
"WI","Fitchburg Generating Station","3991","1",,"2016","1001.4",
"WI","Fitchburg Generating Station","3991","2",,"2016","35.6",
"WI","Fox Energy Center","56031","CTG-1",,"2016","477750.199",
"WI","Fox Energy Center","56031","CTG-2",,"2016","585448.769",
"WI","French Island","4005","3",,"2016",,
"WI","French Island","4005","4",,"2016",,
"WI","Genoa","4143","1",,"2016","1055775.364",
"WI","Germantown Power Plant","6253","**5",,"2016","5462.816",
"WI","Germantown Power Plant","6253","P30",,"2016","375.2",
"WI","Germantown Power Plant","6253","P31",,"2016","941.1",
"WI","Germantown Power Plant","6253","P32",,"2016","756.9",
"WI","Germantown Power Plant","6253","P33",,"2016","770.0",
"WI","Germantown Power Plant","6253","P34",,"2016","856.4",
