State, Facility Name, Facility ID (ORISPL), Stack/Unit/Pipe ID, Associated Units, Year, CO2 (short tons)
"MS","Gerald Andrus","8054","1",,"2016","251991.966",
"MS","Hinds Energy Facility","55218","H01",,"2016","492676.091",
"MS","Hinds Energy Facility","55218","H02",,"2016","493011.296",
"MS","Kemper County","7960","KCT1",,"2016","73864.751",
"MS","Kemper County","7960","KCT2",,"2016","71614.781",
"MS","Kemper County","7960","KCT3",,"2016","63801.621",
"MS","Kemper County","7960","KCT4",,"2016","70166.95",
"MS","Magnolia Facility","55451","CTG-1",,"2016","699112.51",
"MS","Magnolia Facility","55451","CTG-2",,"2016","685817.213",
"MS","Magnolia Facility","55451","CTG-3",,"2016","706982.372",
"MS","Moselle Generating Plant","2070","**4",,"2016","7643.852",
"MS","Moselle Generating Plant","2070","3",,"2016","16002.078",
"MS","Moselle Generating Plant","2070","5",,"2016","9001.95",
"MS","Moselle Generating Plant","2070","6",,"2016","288924.072",
"MS","Moselle Generating Plant","2070","7",,"2016","292762.745",
"MS","R D Morrow Senior Generating Plant","6061","1",,"2016","200971.521",
"MS","R D Morrow Senior Generating Plant","6061","2",,"2016","237818.902",
"MS","Red Hills Generation Facility","55076","AA001",,"2016","1425634.025",
"MS","Red Hills Generation Facility","55076","AA002",,"2016","1516412.55",
"MS","Red Hills Generation Facility","55076","CS001"," AA001, AA002","2016",,
"MS","Rex Brown","2053","3",,"2016","255.558",
"MS","Rex Brown","2053","4",,"2016","146710.527",
"MS","Silver Creek Generating Plant","7988","1",,"2016","16001.652",
"MS","Silver Creek Generating Plant","7988","2",,"2016","16379.171",
"MS","Silver Creek Generating Plant","7988","3",,"2016","14664.864",
"MS","Southaven Combined Cycle","55269","AA-001",,"2016","541003.448",
"MS","Southaven Combined Cycle","55269","AA-002",,"2016","547405.268",
"MS","Southaven Combined Cycle","55269","AA-003",,"2016","542870.436",
"MS","Sweatt Electric Generating Plant","2048","1",,"2016","12.1",
"MS","Sweatt Electric Generating Plant","2048","2",,"2016",,
"MS","Sweatt Electric Generating Plant","2048","CS01"," 1, 2","2016",,
"MS","Sweatt Electric Generating Plant","2048","CTA",,"2016",,
"MS","Sweatt Electric Generating Plant","2048","CTB",,"2016",,
"MS","Sylvarena Generating Plant","7989","1",,"2016","31061.511",
"MS","Sylvarena Generating Plant","7989","2",,"2016","30364.077",
"MS","Sylvarena Generating Plant","7989","3",,"2016","13754.049",
"MS","Watson Electric Generating Plant","2049","3",,"2016","21794.682",
"MS","Watson Electric Generating Plant","2049","4",,"2016","73428.978",
"MS","Watson Electric Generating Plant","2049","5",,"2016","345321.926",
"MS","Watson Electric Generating Plant","2049","CTA",,"2016",,
"MS","Watson Electric Generating Plant","2049","CTB",,"2016",,
"MT","Colstrip","6076","1",,"2016","1444745.825",
"MT","Colstrip","6076","2",,"2016","1787285.937",
"MT","Colstrip","6076","3",,"2016","4376471.279",
"MT","Colstrip","6076","4",,"2016","3708250.49",
"MT","Culbertson Station","56606","CT01",,"2016","44977.363",
"MT","Glendive Generating Station","2176","GT-2",,"2016","3859.022",
"MT","Hardin Generating Station","55749","U1",,"2016","328694.035",
"MT","Lewis & Clark","6089","B1",,"2016","267425.764",
"MT","Mill Creek Generating Station","56908","1A",,"2016","37932.642",
"MT","Mill Creek Generating Station","56908","1B",,"2016","38611.018",
"MT","Mill Creek Generating Station","56908","2A",,"2016","26509.291",
"MT","Mill Creek Generating Station","56908","2B",,"2016","28089.217",
"MT","Mill Creek Generating Station","56908","3A",,"2016","6574.518",
"MT","Mill Creek Generating Station","56908","3B",,"2016","14530.366",
"MT","Mill Creek Generating Station","56908","CS1"," 1A, 1B","2016",,
"MT","Mill Creek Generating Station","56908","CS2"," 2A, 2B","2016",,
"MT","Mill Creek Generating Station","56908","CS3"," 3A, 3B","2016",,
"NC","Asheville","2706","1",,"2016","563299.211",
"NC","Asheville","2706","2",,"2016","531535.163",
"NC","Asheville","2706","3",,"2016","73419.776",
"NC","Asheville","2706","4",,"2016","48276.67",
"NC","Belews Creek","8042","1",,"2016","3940615.298",
"NC","Belews Creek","8042","2",,"2016","4451901.437",
"NC","Blewett","2707","1",,"2016","287.9",
"NC","Blewett","2707","2",,"2016","297.7",
"NC","Blewett","2707","3",,"2016","360.4",
"NC","Blewett","2707","4",,"2016","305.9",
"NC","Buck","2720","11C",,"2016","783415.659",
"NC","Buck","2720","12C",,"2016","778082.073",
"NC","Butler-Warner Generation Plant","1016","GT-1",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-2",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-3",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-4",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-5",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-6",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-7",,"2016",,
"NC","Butler-Warner Generation Plant","1016","GT-8",,"2016",,
"NC","CPI USA North Carolina Roxboro","10379","BLR01A",,"2016",,
"NC","CPI USA North Carolina Roxboro","10379","BLR01B",,"2016",,
"NC","CPI USA North Carolina Roxboro","10379","BLR01C",,"2016",,
"NC","CPI USA North Carolina Roxboro","10379","CS001"," BLR01A, BLR01B, BLR01C","2016",,
"NC","CPI USA North Carolina Southport","10378","BLR01A",,"2016",,
"NC","CPI USA North Carolina Southport","10378","BLR01B",,"2016",,
"NC","CPI USA North Carolina Southport","10378","BLR01C",,"2016",,
"NC","CPI USA North Carolina Southport","10378","BLR02A",,"2016",,
"NC","CPI USA North Carolina Southport","10378","BLR02B",,"2016",,
"NC","CPI USA North Carolina Southport","10378","BLR02C",,"2016",,
"NC","CPI USA North Carolina Southport","10378","CS001"," BLR01A, BLR01B, BLR01C","2016",,
"NC","CPI USA North Carolina Southport","10378","CS002"," BLR02A, BLR02B, BLR02C","2016",,
"NC","Cleveland County Generating Facility","57029","ES1",,"2016","118807.535",
"NC","Cleveland County Generating Facility","57029","ES2",,"2016","114728.187",
"NC","Cleveland County Generating Facility","57029","ES3",,"2016","125921.997",
"NC","Cleveland County Generating Facility","57029","ES4",,"2016","19900.911",
"NC","Cliffside","2721","5",,"2016","570090.608",
"NC","Cliffside","2721","6",,"2016","1913748.906",
"NC","Craven County Wood Energy","10525","ES5A",,"2016","453768.318",
"NC","Dan River","2723","8C",,"2016","769428.097",
"NC","Dan River","2723","9C",,"2016","753039.084",
"NC","Edgecombe Genco, LLC","10384","BLR01A",,"2016",,
"NC","Edgecombe Genco, LLC","10384","BLR01B",,"2016",,
"NC","Edgecombe Genco, LLC","10384","BLR02A",,"2016",,
"NC","Edgecombe Genco, LLC","10384","BLR02B",,"2016",,
"NC","Edgecombe Genco, LLC","10384","CS001"," BLR01A, BLR01B","2016","66860.904",
"NC","Edgecombe Genco, LLC","10384","CS002"," BLR02A, BLR02B","2016","85610.828",
"NC","G G Allen","2718","1",,"2016",,
"NC","G G Allen","2718","2",,"2016",,
"NC","G G Allen","2718","3",,"2016",,
"NC","G G Allen","2718","4",,"2016",,
"NC","G G Allen","2718","5",,"2016",,
"NC","G G Allen","2718","CS125"," 1, 2, 5","2016","878480.535",
"NC","G G Allen","2718","CS34"," 3, 4","2016","649101.253",
"NC","H F Lee Steam Electric Plant","2709","01A",,"2016","746031.385",
"NC","H F Lee Steam Electric Plant","2709","01B",,"2016","760123.421",
"NC","H F Lee Steam Electric Plant","2709","01C",,"2016","770146.925",
"NC","H F Lee Steam Electric Plant","2709","10",,"2016","3630.917",
"NC","H F Lee Steam Electric Plant","2709","11",,"2016","9419.287",
"NC","H F Lee Steam Electric Plant","2709","12",,"2016","11387.197",
"NC","H F Lee Steam Electric Plant","2709","13",,"2016","38069.734",
"NC","H F Lee Steam Electric Plant","2709","14",,"2016","37986.267",
"NC","KapStone Paper and Packaging Corp","50254","001",,"2016",,
"NC","KapStone Paper and Packaging Corp","50254","MS1A"," 001","2016",,
"NC","KapStone Paper and Packaging Corp","50254","MS1B"," 001","2016",,
"NC","L V Sutton","2713","01A",,"2016","754653.562",
"NC","L V Sutton","2713","01B",,"2016","752886.587",
"NC","L V Sutton","2713","2A",,"2016","118.3",
"NC","L V Sutton","2713","2B",,"2016","129.3",
"NC","Lincoln","7277","1",,"2016","2791.513",
"NC","Lincoln","7277","10",,"2016","2171.187",
"NC","Lincoln","7277","11",,"2016","2204.455",
"NC","Lincoln","7277","12",,"2016","1951.059",
"NC","Lincoln","7277","13",,"2016","3428.747",
"NC","Lincoln","7277","14",,"2016","2821.398",
"NC","Lincoln","7277","15",,"2016","2576.918",
"NC","Lincoln","7277","16",,"2016","2463.624",
"NC","Lincoln","7277","2",,"2016","2755.031",
"NC","Lincoln","7277","3",,"2016","3219.814",
"NC","Lincoln","7277","4",,"2016","3541.301",
"NC","Lincoln","7277","5",,"2016","2127.196",
"NC","Lincoln","7277","6",,"2016","3342.81",
"NC","Lincoln","7277","7",,"2016","2960.264",
"NC","Lincoln","7277","8",,"2016","2694.606",
"NC","Lincoln","7277","9",,"2016","2352.398",
"NC","Marshall","2727","1",,"2016",,
"NC","Marshall","2727","2",,"2016",,
"NC","Marshall","2727","3",,"2016","3014417.502",
"NC","Marshall","2727","4",,"2016","2688548.64",
"NC","Marshall","2727","CS001"," 1, 2","2016","1928620.744",
"NC","Mayo","6250","1A",,"2016",,
"NC","Mayo","6250","1B",,"2016",,
"NC","Mayo","6250","CS005A"," 1A, 1B","2016","1950788.687",
"NC","NC Renewable Power - Elizabethtown","10380","CS1"," UNIT1, UNIT2","2016",,
"NC","NC Renewable Power - Elizabethtown","10380","UNIT1",,"2016",,
"NC","NC Renewable Power - Elizabethtown","10380","UNIT2",,"2016",,
"NC","NC Renewable Power - Lumberton LLC","10382","CS1"," UNIT1, UNIT2","2016","58819.897",
"NC","NC Renewable Power - Lumberton LLC","10382","UNIT1",,"2016",,
"NC","NC Renewable Power - Lumberton LLC","10382","UNIT2",,"2016",,
"NC","NCEMC Anson Plant","56249","ES1-A",,"2016","11161.64",
"NC","NCEMC Anson Plant","56249","ES1-B",,"2016","10952.397",
"NC","NCEMC Anson Plant","56249","ES2-A",,"2016","10386.46",
"NC","NCEMC Anson Plant","56249","ES2-B",,"2016","10618.499",
"NC","NCEMC Anson Plant","56249","ES3-A",,"2016","9788.055",
"NC","NCEMC Anson Plant","56249","ES3-B",,"2016","10485.699",
"NC","NCEMC Anson Plant","56249","ES4-A",,"2016","10569.506",
"NC","NCEMC Anson Plant","56249","ES4-B",,"2016","10093.17",
"NC","NCEMC Anson Plant","56249","ES5-A",,"2016","10948.89",
"NC","NCEMC Anson Plant","56249","ES5-B",,"2016","10868.611",
"NC","NCEMC Anson Plant","56249","ES6-A",,"2016","11050.606",
"NC","NCEMC Anson Plant","56249","ES6-B",,"2016","11258.139",
"NC","NCEMC Hamlet Plant","56292","ES1-A",,"2016","4424.565",
"NC","NCEMC Hamlet Plant","56292","ES1-B",,"2016","4717.881",
"NC","NCEMC Hamlet Plant","56292","ES2-A",,"2016","224.788",
"NC","NCEMC Hamlet Plant","56292","ES2-B",,"2016","233.853",
"NC","NCEMC Hamlet Plant","56292","ES3-A",,"2016","212.135",
"NC","NCEMC Hamlet Plant","56292","ES3-B",,"2016","210.398",
"NC","NCEMC Hamlet Plant","56292","ES4-A",,"2016","4788.08",
"NC","NCEMC Hamlet Plant","56292","ES4-B",,"2016","4782.807",
"NC","NCEMC Hamlet Plant","56292","ES5-A",,"2016","5060.911",
"NC","NCEMC Hamlet Plant","56292","ES5-B",,"2016","4518.068",
"NC","NCEMC Hamlet Plant","56292","ES6-A",,"2016","179.934",
"NC","NCEMC Hamlet Plant","56292","ES6-B",,"2016","182.955",
"NC","Plant Rowan County","7826","1",,"2016","115534.886",
"NC","Plant Rowan County","7826","2",,"2016","94009.708",
"NC","Plant Rowan County","7826","3",,"2016","122245.229",
"NC","Plant Rowan County","7826","4",,"2016","612339.058",
"NC","Plant Rowan County","7826","5",,"2016","604403.581",
"NC","Richmond County Plant","7805","1",,"2016","311540.74",
"NC","Richmond County Plant","7805","10",,"2016","767249.111",
"NC","Richmond County Plant","7805","2",,"2016","302394.081",
"NC","Richmond County Plant","7805","3",,"2016","308681.448",
"NC","Richmond County Plant","7805","4",,"2016","324731.628",
"NC","Richmond County Plant","7805","6",,"2016","267977.768",
"NC","Richmond County Plant","7805","7",,"2016","577201.135",
"NC","Richmond County Plant","7805","8",,"2016","562093.834",
"NC","Richmond County Plant","7805","9",,"2016","758519.925",
"NC","Rockingham County Combustion Turbine","55116","CT1",,"2016","125422.81",
"NC","Rockingham County Combustion Turbine","55116","CT2",,"2016","129679.972",
"NC","Rockingham County Combustion Turbine","55116","CT3",,"2016","133383.468",
"NC","Rockingham County Combustion Turbine","55116","CT4",,"2016","141830.95",
"NC","Rockingham County Combustion Turbine","55116","CT5",,"2016","121892.361",
"NC","Rosemary Power Station","50555","1",,"2016","26428.651",
"NC","Rosemary Power Station","50555","2",,"2016","13617.1",
"NC","Roxboro","2712","1",,"2016","896321.889",
"NC","Roxboro","2712","2",,"2016","2258952.15",
"NC","Roxboro","2712","3A",,"2016",,
"NC","Roxboro","2712","3B",,"2016",,
"NC","Roxboro","2712","4A",,"2016",,
"NC","Roxboro","2712","4B",,"2016",,
"NC","Roxboro","2712","CS003A"," 3A, 3B","2016","1754851.712",
"NC","Roxboro","2712","CS004A"," 4A, 4B","2016","2047204.632",
"NC","University of NC Chapel Hill","54276","ES001",,"2016",,
"NC","University of NC Chapel Hill","54276","ES002",,"2016",,
"NC","University of NC Chapel Hill","54276","ES003",,"2016",,
"NC","W H Weatherspoon","2716","4",,"2016","1012.4",
"NC","W H Weatherspoon","2716","5",,"2016","733.0",
"NC","W H Weatherspoon","2716","6",,"2016","908.8",
"NC","W H Weatherspoon","2716","7",,"2016","726.4",
"NC","Westmoreland Partners Roanoke Valley I","54035","1",,"2016","58163.045",
"NC","Westmoreland Partners Roanoke Valley II","54755","2",,"2016","8743.092",
"NC","Weyerhaeuser - New Bern","50188","105",,"2016",,
"NC","Weyerhaeuser - New Bern","50188","6",,"2016",,
"ND","Antelope Valley","6469","B1",,"2016","3040636.985",
"ND","Antelope Valley","6469","B2",,"2016","2093128.071",
"ND","Coal Creek","6030","1",,"2016","3685218.579",
"ND","Coal Creek","6030","2",,"2016","3001884.481",
"ND","Coyote","8222","B1",,"2016","2019089.623",
"ND","Leland Olds","2817","1",,"2016","1258097.712",
"ND","Leland Olds","2817","2",,"2016","2440745.553",
"ND","Lonesome Creek Station","57943","CT1",,"2016","88016.438",
"ND","Lonesome Creek Station","57943","CT2",,"2016","108796.954",
"ND","Lonesome Creek Station","57943","CT3",,"2016","107244.019",
"ND","Milton R Young","2823","B1",,"2016","1899129.711",
"ND","Milton R Young","2823","B2",,"2016","2823608.891",
"ND","Pioneer Generating Station","57881","CT1",,"2016","53356.919",
"ND","Pioneer Generating Station","57881","CT2",,"2016","54045.032",
"ND","Pioneer Generating Station","57881","CT3",,"2016","43066.128",
"ND","R M Heskett","2790","B2",,"2016","427943.177",
"ND","R M Heskett","2790","CT6",,"2016","3029.793",
"ND","Spiritwood Station","56786","001",,"2016","428739.755",
"ND","Stanton","2824","1",,"2016",,
"ND","Stanton","2824","10",,"2016","219836.878",
"ND","Stanton","2824","MS1E"," 1","2016","335489.177",
"ND","Stanton","2824","MS1W"," 1","2016","337021.176",
"NE","Beatrice","8000","1",,"2016","49085.071",
"NE","Beatrice","8000","2",,"2016","47091.856",
"NE","C W Burdick","2241","B-3",,"2016","287.749",
"NE","C W Burdick","2241","GT-2",,"2016","289.128",
"NE","C W Burdick","2241","GT-3",,"2016","233.967",
"NE","Canaday","2226","1",,"2016","2455.075",
"NE","Cass County Station","55972","CT1",,"2016","8323.033",
"NE","Cass County Station","55972","CT2",,"2016","8348.274",
"NE","Gerald Gentleman Station","6077","1",,"2016","3530443.45",
"NE","Gerald Gentleman Station","6077","2",,"2016","2460353.975",
"NE","Gerald Whelan Energy Center","60","1",,"2016","333617.512",
"NE","Gerald Whelan Energy Center","60","2",,"2016","847166.651",
"NE","Hallam Peaking ","2265","1A",,"2016",,
"NE","Hallam Peaking ","2265","1B",,"2016",,
"NE","Hebron Peaking","2266","1A",,"2016",,
"NE","Hebron Peaking","2266","1B",,"2016",,
"NE","J Street","2250","1",,"2016",,
"NE","Jones Street","2290","1",,"2016",,
"NE","Jones Street","2290","2",,"2016",,
"NE","Lon D Wright Power Plant","2240","50T",,"2016","14155.0",
"NE","Lon D Wright Power Plant","2240","8",,"2016","239906.521",
"NE","McCook Peaking","2271","1A",,"2016",,
"NE","McCook Peaking","2271","1B",,"2016",,
"NE","Nebraska City Station","6096","1",,"2016","2833693.438",
"NE","Nebraska City Station","6096","2",,"2016","3817222.113",
"NE","North Omaha Station","2291","1",,"2016",,
"NE","North Omaha Station","2291","2",,"2016",,
"NE","North Omaha Station","2291","3",,"2016",,
"NE","North Omaha Station","2291","4",,"2016","541847.127",
"NE","North Omaha Station","2291","5",,"2016","960884.683",
"NE","North Omaha Station","2291","CS000A"," 1, 2, 3","2016","296718.658",
"NE","Platte","59","1",,"2016","472825.698",
"NE","Rokeby","6373","1",,"2016",,
"NE","Rokeby","6373","2",,"2016","1237.121",
"NE","Rokeby","6373","3",,"2016","4941.637",
"NE","Sarpy County Station","2292","1",,"2016",,
"NE","Sarpy County Station","2292","2",,"2016",,
"NE","Sarpy County Station","2292","CT3",,"2016","6698.136",
"NE","Sarpy County Station","2292","CT4A",,"2016","3392.264",
"NE","Sarpy County Station","2292","CT4B",,"2016","3491.264",
"NE","Sarpy County Station","2292","CT5A",,"2016","4075.143",
"NE","Sarpy County Station","2292","CT5B",,"2016","4425.527",
"NE","Sheldon","2277","1",,"2016","311835.0",
"NE","Sheldon","2277","2",,"2016","123511.132",
"NE","Terry Bundy Generating Station","7887","SVGS2",,"2016","26765.342",
"NE","Terry Bundy Generating Station","7887","SVGS3",,"2016","26134.043",
"NE","Terry Bundy Generating Station","7887","SVGS4",,"2016","23105.349",
"NH","Burgess BioPower","58054","ST01",,"2016","806589.375",
"NH","Essential Power Newington Energy, LLC","55661","1",,"2016","247612.071",
"NH","Essential Power Newington Energy, LLC","55661","2",,"2016","243864.661",
"NH","Granite Ridge Energy","55170","0001",,"2016","499786.273",
"NH","Granite Ridge Energy","55170","0002",,"2016","559076.131",
"NH","Lost Nation","2362","CT1",,"2016",,
"NH","Merrimack","2364","1",,"2016",,
"NH","Merrimack","2364","2",,"2016",,
"NH","Merrimack","2364","CS001"," 1, 2","2016","258880.283",
"NH","Merrimack","2364","CT1",,"2016",,
"NH","Merrimack","2364","CT2",,"2016",,
"NH","Merrimack","2364","MS001"," 1","2016",,
"NH","Newington","8002","1",,"2016","43470.34",
"NH","Schiller","2367","4",,"2016","35775.25",
"NH","Schiller","2367","5",,"2016","364331.753",
"NH","Schiller","2367","6",,"2016","27526.597",
"NH","Schiller","2367","CT1",,"2016",,
"NH","White Lake","2369","CT1",,"2016",,
"NJ","B L England","2378","2",,"2016","89370.406",
"NJ","B L England","2378","3",,"2016","2150.47",
"NJ","Bayonne Energy Center","56964","GT1",,"2016","64580.732",
"NJ","Bayonne Energy Center","56964","GT2",,"2016","68610.795",
"NJ","Bayonne Energy Center","56964","GT3",,"2016","70520.321",
"NJ","Bayonne Energy Center","56964","GT4",,"2016","61216.748",
"NJ","Bayonne Energy Center","56964","GT5",,"2016","69553.775",
"NJ","Bayonne Energy Center","56964","GT6",,"2016","57305.827",
"NJ","Bayonne Energy Center","56964","GT7",,"2016","61742.96",
"NJ","Bayonne Energy Center","56964","GT8",,"2016","60935.104",
"NJ","Bayonne Plant Holding, LLC","50497","001001",,"2016","63044.512",
"NJ","Bayonne Plant Holding, LLC","50497","002001",,"2016","60822.318",
"NJ","Bayonne Plant Holding, LLC","50497","004001",,"2016","68133.798",
"NJ","Bergen","2398","1101",,"2016","239806.989",
"NJ","Bergen","2398","1201",,"2016","323458.336",
"NJ","Bergen","2398","1301",,"2016","175592.427",
"NJ","Bergen","2398","1401",,"2016","242823.632",
"NJ","Bergen","2398","2101",,"2016","474130.756",
"NJ","Bergen","2398","2201",,"2016","489482.942",
"NJ","Burlington Generating Station","2399","121",,"2016","9525.46",
"NJ","Burlington Generating Station","2399","122",,"2016","8548.035",
"NJ","Burlington Generating Station","2399","123",,"2016","8463.302",
"NJ","Burlington Generating Station","2399","124",,"2016","8068.518",
"NJ","Camden Plant Holding, LLC","10751","002001",,"2016","142397.026",
"NJ","Carlls Corner Energy Center","2379","002001",,"2016","10070.9",
"NJ","Carlls Corner Energy Center","2379","003001",,"2016","15552.0",
"NJ","Carneys Point","10566","1001",,"2016","446571.65",
"NJ","Carneys Point","10566","1002",,"2016","451122.9",
"NJ","Clayville","58235","U1",,"2016","61924.392",
"NJ","Cumberland Energy Center","5083","004001",,"2016","20924.712",
"NJ","Cumberland Energy Center","5083","05001",,"2016","23837.653",
"NJ","E F Kenilworth, Inc.","10805","002001",,"2016",,
"NJ","EFS Parlin Holdings, LLC","50799","001001",,"2016","12604.418",
"NJ","EFS Parlin Holdings, LLC","50799","003001",,"2016","11292.721",
"NJ","Eagle Point Power Generation","50561","0001",,"2016","191365.525",
"NJ","Eagle Point Power Generation","50561","0002",,"2016","182801.919",
"NJ","Elmwood Park Power - LLC","50852","002001",,"2016","17082.671",
"NJ","Essential Power Lakewood, LLC","54640","001001",,"2016","214389.365",
"NJ","Essential Power Lakewood, LLC","54640","002001",,"2016","222787.658",
"NJ","Essential Power Ocean Peaking Power, LLC","55938","OPP3",,"2016","99123.263",
"NJ","Essential Power Ocean Peaking Power, LLC","55938","OPP4",,"2016","100766.566",
"NJ","Essex","2401","35001",,"2016","12464.614",
"NJ","Forked River Power","7138","002001",,"2016","4639.4",
"NJ","Forked River Power","7138","003001",,"2016","4795.5",
"NJ","Gilbert Generating Station","2393","04",,"2016","7536.321",
"NJ","Gilbert Generating Station","2393","05",,"2016","7315.031",
"NJ","Gilbert Generating Station","2393","06",,"2016","8620.031",
"NJ","Gilbert Generating Station","2393","07",,"2016","7333.788",
"NJ","Gilbert Generating Station","2393","9",,"2016","4001.794",
"NJ","Howard M Down","2434","U11",,"2016","64059.41",
"NJ","Hudson Generating Station","2403","2",,"2016","215702.816",
"NJ","Kearny Generating Station","2404","121",,"2016","17616.687",
"NJ","Kearny Generating Station","2404","122",,"2016","20766.564",
"NJ","Kearny Generating Station","2404","123",,"2016","17489.679",
"NJ","Kearny Generating Station","2404","124",,"2016","21605.869",
"NJ","Kearny Generating Station","2404","131",,"2016","27877.835",
"NJ","Kearny Generating Station","2404","132",,"2016","30664.239",
"NJ","Kearny Generating Station","2404","133",,"2016","28479.575",
"NJ","Kearny Generating Station","2404","134",,"2016","28221.592",
"NJ","Kearny Generating Station","2404","141",,"2016","36022.043",
"NJ","Kearny Generating Station","2404","142",,"2016","37877.718",
"NJ","Linden Cogeneration Facility","50006","004001",,"2016","641873.601",
"NJ","Linden Cogeneration Facility","50006","005001",,"2016","282769.872",
"NJ","Linden Cogeneration Facility","50006","006001",,"2016","283911.088",
"NJ","Linden Cogeneration Facility","50006","007001",,"2016","299290.299",
"NJ","Linden Cogeneration Facility","50006","008001",,"2016","251352.984",
"NJ","Linden Cogeneration Facility","50006","009001",,"2016","240960.324",
"NJ","Linden Generating Station","2406","1101",,"2016","618619.559",
"NJ","Linden Generating Station","2406","1201",,"2016","546873.182",
"NJ","Linden Generating Station","2406","2101",,"2016","521359.607",
"NJ","Linden Generating Station","2406","2201",,"2016","560406.199",
"NJ","Linden Generating Station","2406","5",,"2016","11864.351",
"NJ","Linden Generating Station","2406","6",,"2016","16859.929",
"NJ","Linden Generating Station","2406","7",,"2016","10676.349",
"NJ","Linden Generating Station","2406","8",,"2016","10464.249",
"NJ","Logan Generating Plant","10043","1001",,"2016","592091.618",
"NJ","Mercer Generating Station","2408","1",,"2016","17807.885",
"NJ","Mercer Generating Station","2408","2",,"2016","39878.563",
"NJ","Mickleton Energy Center","8008","001001",,"2016","7723.1",
"NJ","Newark Bay Cogen","50385","1001",,"2016","87995.366",
"NJ","Newark Bay Cogen","50385","2001",,"2016","90744.479",
"NJ","Newark Energy Center","58079","U001",,"2016","621899.313",
"NJ","Newark Energy Center","58079","U002",,"2016","670139.982",
"NJ","North Jersey Energy Associates","10308","1001",,"2016","163718.933",
"NJ","North Jersey Energy Associates","10308","1002",,"2016","163286.067",
"NJ","Pedricktown Cogeneration Plant","10099","001001",,"2016","77610.662",
"NJ","Red Oak Power, LLC","55239","1",,"2016","657202.533",
"NJ","Red Oak Power, LLC","55239","2",,"2016","650702.647",
"NJ","Red Oak Power, LLC","55239","3",,"2016","632017.806",
"NJ","Salem Generating Station","2410","2001",,"2016","124.5",
"NJ","Sayreville","2390","012001",,"2016","722.7",
"NJ","Sayreville","2390","014001",,"2016","1459.0",
"NJ","Sayreville","2390","015001",,"2016","1625.6",
"NJ","Sayreville","2390","016001",,"2016","1494.2",
"NJ","Sewaren Generating Station","2411","1",,"2016","15343.196",
"NJ","Sewaren Generating Station","2411","2",,"2016","20521.003",
"NJ","Sewaren Generating Station","2411","3",,"2016","13351.667",
"NJ","Sewaren Generating Station","2411","4",,"2016","14129.784",
"NJ","Sherman Avenue","7288","1",,"2016","27928.301",
"NJ","West Deptford Energy Station","56963","E101",,"2016","767584.789",
"NJ","West Deptford Energy Station","56963","E102",,"2016","761462.595",
"NJ","West Station","6776","002001",,"2016","653.5",
"NJ","Woodbridge Energy Center","57839","0001",,"2016","619115.325",
"NJ","Woodbridge Energy Center","57839","0002",,"2016","594839.301",
"NM","Afton Generating Station","55210","0001",,"2016","238666.357",
"NM","Bluffview Power Plant","55977","CTG-1",,"2016","146344.454",
"NM","Cunningham","2454","121B",,"2016","61049.308",
"NM","Cunningham","2454","122B",,"2016","338713.912",
"NM","Cunningham","2454","123T",,"2016","65899.343",
"NM","Cunningham","2454","124T",,"2016","98230.957",
"NM","Escalante ","87","1",,"2016","1018788.2",
"NM","Four Corners Steam Elec Station","2442","4",,"2016","2408424.538",
"NM","Four Corners Steam Elec Station","2442","5",,"2016","1822008.104",
"NM","Hobbs Generating Station","56458","HOBB1",,"2016","615157.951",
"NM","Hobbs Generating Station","56458","HOBB2",,"2016","596354.367",
"NM","La Luz Energy Center","58284","1",,"2016","11905.166",
"NM","Lordsburg Generating Station","7967","1",,"2016","3526.337",
"NM","Lordsburg Generating Station","7967","2",,"2016","3751.82",
"NM","Luna Energy Facility","55343","CTG1",,"2016","428872.907",
"NM","Luna Energy Facility","55343","CTG2",,"2016","453845.884",
"NM","Maddox","2446","051B",,"2016","172554.221",
"NM","Milagro Cogeneration and Gas Plant","54814","1",,"2016","60317.0",
"NM","Milagro Cogeneration and Gas Plant","54814","2",,"2016",,
"NM","Pyramid Generating Station","7975","1",,"2016","3429.678",
"NM","Pyramid Generating Station","7975","2",,"2016","5512.275",
"NM","Pyramid Generating Station","7975","3",,"2016","1283.98",
"NM","Pyramid Generating Station","7975","4",,"2016","1881.58",
"NM","Reeves Generating Station","2450","1",,"2016","29529.924",
"NM","Reeves Generating Station","2450","2",,"2016","23361.845",
"NM","Reeves Generating Station","2450","3",,"2016","54216.497",
"NM","Rio Bravo Generating Station","55039","GT-1",,"2016","75013.618",
"NM","Rio Grande","2444","6",,"2016","50319.831",
"NM","Rio Grande","2444","7",,"2016","74646.415",
"NM","Rio Grande","2444","8",,"2016","260296.827",
"NM","Rio Grande","2444","9",,"2016","60196.263",
"NM","San Juan","2451","1",,"2016","2027605.141",
"NM","San Juan","2451","2",,"2016","1760164.502",
"NM","San Juan","2451","3",,"2016","2340410.579",
"NM","San Juan","2451","4",,"2016","2865085.787",
